title,price,registration,location,benzin,mileage,power,gefunden
"BMW 330 e Advantage Navi,PDC,SHZ,AHK",29.390 €,EZ 07/2020,51674 Wiehl,Hybrid,72.128 km,ca. 215 kW (292PS),gefunden auf autoscout24.de
BMW 330,35.450 €,EZ -/2021,,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+",45.099 km,ca. 215 kW (292PS),gefunden auf hey.car Online-Kauf
BMW 320 e Lim. (G20N) Hybrid sofort verfügbar,694 € monatlich,EZ -/-,97922 Lauda-Königshofen,"Hybrid, ca. 1,3 l/100 km (komb.)* , ca. 30 g CO₂/km (komb.)* ",1 km,ca. 120 kW (163PS),gefunden auf Leasingmarkt
BMW 330e xDrive Limousine MX,36.990 €,EZ 11/2021,76227 Karlsruhe,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",28.909 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,35.790 €,EZ 01/2020,57518 Betzdorf,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",88.300 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 320e Limousine,35.440 €,EZ 02/2022,97076 Würzburg,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",89.760 km,ca. 120 kW (163PS),gefunden auf BMW
BMW 330e Limousine,33.889 €,EZ 07/2020,74076 Heilbronn,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",63.433 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 320e Limousine,39.888 €,EZ 04/2022,65428 Rüsselsheim,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",17.960 km,ca. 120 kW (163PS),gefunden auf BMW
BMW 330e Limousine,33.960 €,EZ 07/2020,68169 Mannheim,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",48.808 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,33.689 €,EZ 07/2020,42929 Wermelskirchen,"Hybrid, ca. 0 g CO₂/km (komb.)* ",15.541 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,37.830 €,EZ 10/2020,77855 Achern,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",24.425 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,34.930 €,EZ 08/2020,50374 Erftstadt,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",36.527 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,29.280 €,EZ 12/2019,63303 Dreieich,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",75.512 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,33.640 €,EZ 05/2020,74545 Michelfeld,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",37.532 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,37.990 €,EZ 07/2020,40237 Düsseldorf,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",42.386 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,33.940 €,EZ 05/2020,46282 Dorsten,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",40.791 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,36.350 €,EZ 11/2020,63897 Miltenberg,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",53.950 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,37.310 €,EZ 06/2020,68169 Mannheim,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",40.151 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,29.970 €,EZ 06/2020,34125 Kassel,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",82.679 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,34.350 €,EZ 07/2020,33334 Gütersloh,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",40.390 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,42.990 €,EZ 10/2020,40237 Düsseldorf,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",30.767 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,31.488 €,EZ 01/2020,74076 Heilbronn,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",96.236 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330 e Stop&Go Alarm GSD DriveAssis Cockpit Kamera,31.999 €,EZ 02/2020,82031,"Hybrid, ca. 36 g CO₂/km (komb.)* , A+",50.984 km,ca. 215 kW (292PS),gefunden auf Autoscout24 Smyle
BMW 330 e Limousine Laser Sportsitze DA Prof. PA,33.780 €,EZ 07/2020,82031,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 32 g CO₂/km (komb.)* ",77.500 km,ca. 215 kW (292PS),gefunden auf Autoscout24 Smyle
BMW 330 e Limousine Sport Line ACC HUD HiFi el.Heck,33.380 €,EZ 03/2020,82031,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 32 g CO₂/km (komb.)* ",29.990 km,ca. 215 kW (292PS),gefunden auf Autoscout24 Smyle
BMW 330 e Lim. M Sport GSD LC Prof. LED H/K 19'' M,39.680 €,EZ 10/2020,82031,"Hybrid, ca. 1,5 l/100 km (komb.)* , ca. 35 g CO₂/km (komb.)* ",27.500 km,ca. 215 kW (292PS),gefunden auf Autoscout24 Smyle
