title,price,registration,location,benzin,mileage,power,gefunden
BMW i7 xDrive 60 M-Sport Fond-Entertainment*Pano*AHK,145.870 €,EZ 02/2023,53489 Sinzig,"Elektro, ca. 0 g CO₂/km (komb.)* ",6.595 km,ca. 400 kW (544PS),gefunden auf autoscout24.de
VW Golf GTE VIII 1.4 eHybrid DSG Leder Kamera Winte,28.579 €,EZ -/2021,,"Hybrid, ca. 1,5 l/100 km (komb.)* , ca. 34 g CO₂/km (komb.)* , A+++",13.684 km,ca. 180 kW (245PS),gefunden auf hey.car Online-Kauf
Audi A3 Sportback 1.4 TSIe s tro Sport*Navi+*Virtual*PDC+*,21.816 €,EZ 06/2020,82031,"Hybrid, ca. 2,0 l/100 km (komb.)* , ca. 45 g CO₂/km (komb.)* , A+",50.324 km,ca. 110 kW (150PS),gefunden auf Autoscout24 Smyle
BMW 750e xDrive Sedan,140.590 €,EZ 09/2023,47441 Moers,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",4.001 km,ca. 230 kW (313PS),gefunden auf BMW
BMW 320e Limousine,46.950 €,EZ 12/2022,14482 Potsdam,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",6.699 km,ca. 120 kW (163PS),gefunden auf BMW
BMW 330e Limousine MX,37.950 €,EZ 02/2022,59071 Hamm,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",21.006 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,33.379 €,EZ 07/2020,82362 Weilheim,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",77.500 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 530e Limousine,55.810 €,EZ 01/2023,53119 Bonn,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",21.567 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 530e xDrive iPerformance Limousine,35.990 €,EZ 02/2020,48249 Dülmen,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",60.700 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,36.874 €,EZ 10/2020,74321 Bietigheim-Bissingen,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",24.954 km,ca. 135 kW (184PS),gefunden auf BMW
