title,price,registration,location,benzin,mileage,power,gefunden
BMW 330 e Lim.Plug in G20 Shadow line LED Sport Paket,29.290 €,EZ 10/2019,25746 Heide,"Hybrid, ca. 1,9 l/100 km (komb.)*, ca. 43 g CO₂/km (komb.)*",51.363 km,ca. 215 kW (292PS),gefunden auf autoscout24.de
BMW 330e Limousine,39.900 €,EZ 11/2020,58455 Witten,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",32.560 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330 e Aut LED Alarm CockpitPro GeschwindigReg,31.999 €,EZ 06/2020,82031,"Hybrid, ca. 36 g CO₂/km (komb.)*, A+",24.048 km,ca. 215 kW (292PS),gefunden auf Autoscout24 Smyle
BMW 330e Limousine,39.900 €,EZ 11/2020,58455 Witten,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",32.560 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,34.900 €,EZ 11/2019,21423 Winsen/Luhe,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",52.598 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,34.390 €,EZ 01/2020,55743 Idar-Oberstein,"Hybrid, ca. 0 g CO₂/km (komb.)*",78.088 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine MX,34.990 €,EZ 12/2021,76227 Karlsruhe,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",22.909 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,38.500 €,EZ 01/2020,72622 Nürtingen,"Hybrid, ca. 0 g CO₂/km (komb.)*",29.200 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,31.230 €,EZ 09/2020,76351 Linkenheim-Hochstetten,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",120.450 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,33.949 €,EZ 07/2020,86167 Augsburg,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",40.767 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,40.889 €,EZ 09/2020,55743 Idar-Oberstein,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",29.964 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e xDrive Limousine,48.433 €,EZ 04/2021,47906 Kempen,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",28.666 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 320e Sedan G20 XB1,44.489 €,EZ 12/2022,14482 Potsdam,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",5 km,ca. 120 kW (163PS),gefunden auf BMW
BMW 330e Limousine,37.895 €,EZ 12/2019,80939 München,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",33.610 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,29.690 €,EZ 07/2020,82256 Fürstenfeldbruck,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",61.300 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,33.379 €,EZ 02/2020,48683 Ahaus,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",49.815 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,37.990 €,EZ 01/2020,66121 Saarbrücken,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",76.725 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,36.990 €,EZ 07/2020,75365 Calw,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",36.971 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,33.790 €,EZ 02/2020,38304 Wolfenbüttel,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",57.795 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,30.250 €,EZ 06/2020,23560 Lübeck,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",25.527 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,42.990 €,EZ 07/2020,40237 Düsseldorf,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",29.193 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,33.979 €,EZ 03/2020,82256 Fürstenfeldbruck,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",29.990 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,36.490 €,EZ 07/2020,80687 München,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",43.472 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,35.420 €,EZ 07/2020,70839 Gerlingen,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",46.296 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,36.490 €,EZ 02/2020,48653 Coesfeld,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",53.100 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,31.980 €,EZ 10/2019,91522 Ansbach,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",39.350 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,33.990 €,EZ 12/2019,77756 Hausach,"Hybrid, ca. 0 g CO₂/km (komb.)*",38.919 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 320e Limousine MX,56.329 €,EZ 08/2023,60435 Frankfurt am Main,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",1.135 km,ca. 120 kW (163PS),gefunden auf BMW
BMW 330e Limousine,41.880 €,EZ 11/2020,85221 Dachau,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",36.400 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,33.909 €,EZ 03/2020,01968 Senftenberg,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",45.024 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330 e Aut LED Alarm CockpitPro GeschwindigReg,31.999 €,EZ 06/2020,82031,"Hybrid, ca. 36 g CO₂/km (komb.)*, A+",24.048 km,ca. 215 kW (292PS),gefunden auf Autoscout24 Smyle
BMW 330 e M Sport ACC Laser 360° HUD DAB H /K Komfort,39.999 €,EZ 03/2020,82031,"Hybrid, ca. 36 g CO₂/km (komb.)*, A+",47.164 km,ca. 215 kW (292PS),gefunden auf Autoscout24 Smyle
BMW 330 e Lim.Plug in G20 Shadow line LED Sport Paket,29.290 €,EZ 10/2019,25746 Heide,"Hybrid, ca. 1,9 l/100 km (komb.)*, ca. 43 g CO₂/km (komb.)*",51.363 km,ca. 215 kW (292PS),gefunden auf autoscout24.de
BMW 330 e xDrive ~sofort verfügbar~*adapt. LED*SHZ*ACC*,915 € monatlich,EZ -/-,79108 Freiburg,"Hybrid, ca. 1,5 l/100 km (komb.)*, ca. 40 g CO₂/km (komb.)*",1 km,ca. 215 kW (292PS),gefunden auf Leasingmarkt
BMW 330e Limousine,36.450 €,EZ 07/2020,21073 Hamburg,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",25.056 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,36.790 €,EZ 07/2020,58636 Iserlohn,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",52.475 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,29.975 €,EZ 07/2020,85614 Kirchseeon,"Hybrid, ca. -1,0 l/100 km (komb.)*, ca. 0 g CO₂/km (komb.)*, A+++",81.300 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,39.745 €,EZ 06/2020,85614 Kirchseeon,"Hybrid, ca. 0 g CO₂/km (komb.)*",26.600 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e xDrive Limousine,54.799 €,EZ 07/2022,80939 München,"Hybrid, ca. 0 g CO₂/km (komb.)*",23.428 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,46.909 €,EZ 06/2022,40237 Düsseldorf,"Hybrid, ca. 0 g CO₂/km (komb.)*",11.852 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,33.999 €,EZ 09/2019,80939 München,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",41.835 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Sedan G20 XB1,49.887 €,EZ 08/2022,47533 Kleve,"Hybrid, ca. 0 g CO₂/km (komb.)*",2.100 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,44.900 €,EZ 12/2022,40237 Düsseldorf,"Hybrid, ca. -1,0 l/100 km (komb.)*, ca. 0 g CO₂/km (komb.)*",5.784 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,37.940 €,EZ 04/2020,40721 Hilden,"Hybrid, ca. 0 g CO₂/km (komb.)*",26.483 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,34.437 €,EZ 03/2020,93055 Regensburg,"Hybrid, ca. 0 g CO₂/km (komb.)*, A+++",49.854 km,ca. 135 kW (184PS),gefunden auf BMW
