title,price,registration,location,benzin,mileage,power,gefunden
Mercedes-Benz A 180 AMG Line,35.000 €,EZ 01/2023,10997 Berlin,Benzin,12.500 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
Mini ONE 5-Türer,15.474 €,EZ 09/2020,96450 Coburg,"Benzin, ca. 5,0 l/100 km (komb.)* , ca. 115 g CO₂/km (komb.)* , B",44.502 km,ca. 75 kW (102PS),gefunden auf MINI
VW ID.3 Pro 150kW 1-Gang Automatik 4 Türen,27.350 €,EZ -/2020,,"Elektro, ca. 14,5 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+",26.251 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
BMW 735d xDrive Limousine,125.880 €,EZ 11/2022,45478 Mülheim an der Ruhr,"Diesel, ca. 0 g CO₂/km (komb.)* ",11.148 km,ca. 210 kW (286PS),gefunden auf BMW
BMW 135 M135i xDrive,34.690 €,EZ 03/2021,66459 Kirkel,"Benzin, ca. 6,5 l/100 km (komb.)* , ca. 148 g CO₂/km (komb.)* , C",59.395 km,ca. 225 kW (306PS),gefunden auf BMW
BMW 120d,38.999 €,EZ 08/2023,86167 Augsburg,"Diesel, ca. 0 g CO₂/km (komb.)* ",6.575 km,ca. 140 kW (190PS),gefunden auf BMW
BMW 330i xDrive Berline,35.990 €,EZ 11/2021,94315 Straubing,"Benzin, ca. 5,9 l/100 km (komb.)* , ca. 135 g CO₂/km (komb.)* , B",25.000 km,ca. 190 kW (258PS),gefunden auf BMW
BMW 750i xDrive Sedan,48.620 €,EZ 12/2019,73730 Esslingen,"Benzin, ca. 9,5 l/100 km (komb.)* , ca. 217 g CO₂/km (komb.)* , D",114.423 km,ca. 390 kW (530PS),gefunden auf BMW
BMW 118i,22.290 €,EZ 04/2021,42929 Wermelskirchen,"Benzin, ca. 5,5 l/100 km (komb.)* , ca. 126 g CO₂/km (komb.)* , B",17.733 km,ca. 100 kW (136PS),gefunden auf BMW
BMW 118i,25.490 €,EZ 02/2021,34125 Kassel,"Benzin, ca. 4,9 l/100 km (komb.)* , ca. 113 g CO₂/km (komb.)* , A",30.125 km,ca. 103 kW (140PS),gefunden auf BMW
BMW 735d xDrive Limousine,116.190 €,EZ 09/2023,47533 Kleve,"Diesel, ca. 0 g CO₂/km (komb.)* , A+++",4.001 km,ca. 210 kW (286PS),gefunden auf BMW
BMW 320i Limousine,34.890 €,EZ 02/2021,63303 Dreieich,"Benzin, ca. 5,3 l/100 km (komb.)* , ca. 120 g CO₂/km (komb.)* , A",44.882 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 745e Limousine,55.960 €,EZ 12/2020,70569 Stuttgart,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",78.380 km,ca. 210 kW (286PS),gefunden auf BMW
BMW 745Le xDrive Limousine,68.893 €,EZ 05/2022,33719 Bielefeld,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",102.995 km,ca. 210 kW (286PS),gefunden auf BMW
BMW 118i,19.390 €,EZ 12/2020,33334 Gütersloh,"Benzin, ca. 4,9 l/100 km (komb.)* , ca. 113 g CO₂/km (komb.)* , A",59.112 km,ca. 100 kW (136PS),gefunden auf BMW
BMW 540d xDrive Limousine,63.469 €,EZ 04/2023,34125 Kassel,"Diesel, ca. 5,2 l/100 km (komb.)* , ca. 136 g CO₂/km (komb.)* , A",22.464 km,ca. 250 kW (340PS),gefunden auf BMW
BMW 118d,21.879 €,EZ 11/2020,91301 Forchheim,"Diesel, ca. 4,1 l/100 km (komb.)* , ca. 108 g CO₂/km (komb.)* , A",41.779 km,ca. 110 kW (150PS),gefunden auf BMW
BMW 340 M340i xDrive Limousine,53.630 €,EZ 01/2022,73037 Göppingen,"Benzin, ca. 7,0 l/100 km (komb.)* , ca. 161 g CO₂/km (komb.)* , B",14.900 km,ca. 275 kW (374PS),gefunden auf BMW
BMW 740d xDrive Sedan,53.990 €,EZ 07/2020,41564 Kaarst,"Diesel, ca. 5,8 l/100 km (komb.)* , ca. 152 g CO₂/km (komb.)* , A",99.999 km,ca. 235 kW (320PS),gefunden auf BMW
BMW M5 Berline,88.929 €,EZ 05/2023,41564 Kaarst,"Benzin, ca. 0 g CO₂/km (komb.)* ",26.517 km,ca. 441 kW (600PS),gefunden auf BMW
