title,price,registration,location,benzin,mileage,power,gefunden
BMW 528i 528 Sport-Aut.,14.499 €,EZ 04/2010,45891 Gelsenkirchen,"Benzin, ca. 7,6 l/100 km (komb.)* ",192.483 km,ca. 190 kW (258PS),gefunden auf autoscout24.de
Mini Cooper 5-Türer,20.659 €,EZ 01/2021,53721 Siegburg,"Benzin, ca. 5,2 l/100 km (komb.)* , ca. 118 g CO₂/km (komb.)* , B",29.489 km,ca. 100 kW (136PS),gefunden auf MINI
"Hyundai IONIQ 6 77,4kWh 168kW Dynamiq 4 Türen",393 € monatlich,EZ -/2024,,"Elektro, ca. 0 g CO₂/km (komb.)* ",- km,ca. 168 kW (228PS),gefunden auf Carwow Leasing
BMW 528i 528 Sport-Aut.,14.499 €,EZ 04/2010,45891 Gelsenkirchen,"Benzin, ca. 7,6 l/100 km (komb.)* ",192.483 km,ca. 190 kW (258PS),gefunden auf autoscout24.de
Suzuki Swift 1.2 Club Klima Sitzheizung 1.Hand Euro6,4.290 €,EZ 09/2015,09120 Chemnitz,"Benzin, ca. 5,5 l/100 km (komb.)* , ca. 126 g CO₂/km (komb.)* ",200.000 km,ca. 69 kW (94PS),gefunden auf autoscout24.de
"VW Golf Volkswagen VIII 2.0 TDI, GTD, DSG",42.980 €,EZ 07/2022,34560 Fritzlar,"Diesel, ca. 5,4 l/100 km (komb.)* , ca. 142 g CO₂/km (komb.)* ",27.802 km,ca. 147 kW (200PS),gefunden auf autoscout24.de
Jaguar XJ6 3.0 Executive,21.000 €,EZ 01/2007,25224 Itzehoe,"Benzin, ca. 10,5 l/100 km (komb.)* , ca. 249 g CO₂/km (komb.)* ",100.780 km,ca. 175 kW (238PS),gefunden auf autoscout24.de
VW Polo Volkswagen 1.2 Comfortline,690 €,EZ 04/2003,96114 Hirschaid,"Benzin, ca. 5,9 l/100 km (komb.)* , ca. 142 g CO₂/km (komb.)* ",165.000 km,ca. 47 kW (64PS),gefunden auf autoscout24.de
Audi A3 Advanced 30 TFSI S tronic,30.900 €,EZ 07/2023,12489 Berlin,Benzin,4.000 km,ca. 81 kW (110PS),gefunden auf autoscout24.de
BMW 118i 118 Aut. M Sport,25.700 €,EZ 07/2020,42719 Solingen,"Benzin, ca. 5,0 l/100 km (komb.)* ",15.100 km,ca. 103 kW (140PS),gefunden auf autoscout24.de
Opel Astra 1.4 Turbo Dynamic,12.700 €,EZ 02/2016,49191 Belm,"Benzin, ca. 5,4 l/100 km (komb.)* ",115.600 km,ca. 110 kW (150PS),gefunden auf autoscout24.de
BMW 528i 528 gute Basis,2.100 €,EZ 04/1998,01917 Kamenz,"Benzin, ca. 9,9 l/100 km (komb.)* , ca. 235 g CO₂/km (komb.)* ",258.000 km,ca. 142 kW (193PS),gefunden auf autoscout24.de
BMW 320 d xDrive M-Sport,38.480 €,EZ 07/2022,92358 Seubersdorf,"Diesel, ca. 4,3 l/100 km (komb.)* , ca. 114 g CO₂/km (komb.)* ",42.600 km,ca. 140 kW (190PS),gefunden auf autoscout24.de
Mercedes-Benz 230 E,3.499 €,EZ 11/1982,53894 Denrath,"Benzin, ca. 17,0 l/100 km (komb.)* , ca. 1 g CO₂/km (komb.)* ",200.894 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
VW Golf Volkswagen 1.8 CL,3.000 €,EZ 08/1992,34320 Söhrewald,"Benzin, ca. 6,7 l/100 km (komb.)* ",105.417 km,ca. 55 kW (75PS),gefunden auf autoscout24.de
Alfa Romeo Giulia 2.0 Turbo Competizione Allrad Matrix LED Navi Lede,49.990 €,EZ 09/2023,61440 Oberursel,"Benzin, ca. 8,4 l/100 km (komb.)* , ca. 190 g CO₂/km (komb.)* ",7.240 km,ca. 206 kW (280PS),gefunden auf autoscout24.de
Audi A6 3.0 TDI quattro S tronic,25.500 €,EZ 09/2015,74523 Schwäbisch Hall,"Diesel, ca. 6,0 l/100 km (komb.)* ",93.500 km,ca. 160 kW (218PS),gefunden auf autoscout24.de
VW Golf Volkswagen VIII 1.5 TSI Active Navi AHK LED DigCockpit,25.480 €,EZ 02/2023,30853 Langenhagen,Benzin,8.304 km,ca. 96 kW (131PS),gefunden auf autoscout24.de
Mercedes-Benz E 63 AMG S 9G-MCT KERAMIK PANO DISTR.+ HUD FOND,64.950 €,EZ 05/2018,13407 Berlin-Reinickendorf,"Benzin, ca. 8,8 l/100 km (komb.)* , ca. 199 g CO₂/km (komb.)* , E",107.006 km,ca. 450 kW (612PS),gefunden auf autoscout24.de
BMW 316i 316 Baureihe 3 Lim. Edition Exclusiv,1.000 €,EZ 03/2004,86381 Krumbach (Schwaben),"Benzin, ca. 7,1 l/100 km (komb.)* , ca. 172 g CO₂/km (komb.)* ",219.685 km,ca. 85 kW (116PS),gefunden auf autoscout24.de
"BMW 116 Autom., Kamera, Sitzh., Tempom, …",13.300 €,EZ 03/2015,48477 Dreierwalde,Benzin,136.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
Cupra Born 58 kWh Batterie 62 (brutto)Wärmepumpe LED ACC,26.619 €,EZ 11/2022,90441 Nürnberg,Elektro,5.450 km,ca. 150 kW (204PS),gefunden auf autoscout24.de
Hyundai i10 1.0 Fifa World Cup Edition,5.700 €,EZ 07/2014,27777 Ganderkesee,"Benzin, ca. 4,7 l/100 km (komb.)* , ca. 108 g CO₂/km (komb.)* ",105.933 km,ca. 49 kW (67PS),gefunden auf autoscout24.de
VW Passat Volkswagen 2.0 TDI,3.000 €,EZ 09/2007,04209 Leipzig,"Diesel, ca. 6,6 l/100 km (komb.)* ",211.662 km,ca. 103 kW (140PS),gefunden auf autoscout24.de
"Opel Insignia Business Innovation,Head up,Leder",12.003 €,EZ 04/2018,65439 Frankfurt am Main,"Diesel, ca. 4,0 l/100 km (komb.)* , ca. 105 g CO₂/km (komb.)* ",163.000 km,ca. 81 kW (110PS),gefunden auf autoscout24.de
Skoda Octavia 1.8 TSI DSG Style * AHK * NAVI * PDC HI. * SMARTLI,14.790 €,EZ 01/2018,94315 Straubing,Benzin,120.000 km,ca. 132 kW (179PS),gefunden auf autoscout24.de
"BMW 320 d M Sportpaket 18""-°Rü- fcam°el.Sitze°DAB°HIFI",38.250 €,EZ 06/2022,71665 Vaihingen/Enz,"Diesel, ca. 4,9 l/100 km (komb.)* , ca. 129 g CO₂/km (komb.)* , A",29.480 km,ca. 140 kW (190PS),gefunden auf autoscout24.de
Porsche Panamera 4 E-Hybrid Sport Turismo Platinum Edition,91.900 €,EZ 09/2022,39116 Magdeburg,Andere,46.555 km,ca. 340 kW (462PS),gefunden auf autoscout24.de
VW Golf Volkswagen 6 TDI,9.200 €,EZ 01/2012,65931 Frankfurt Am Main,"Diesel, ca. 4,5 l/100 km (komb.)* ",76.200 km,ca. 77 kW (105PS),gefunden auf autoscout24.de
Mini Cooper Countryman | Navi | Bi-Xenon | Klima |PDC,10.500 €,EZ 01/2012,72116 Mössingen,"Benzin, ca. 6,0 l/100 km (komb.)* , ca. 142 g CO₂/km (komb.)* ",99.000 km,ca. 90 kW (122PS),gefunden auf autoscout24.de
Mini Cooper 3-Türer Pano SHZ Sportsitze LED Klimaauto DAB Appl,24.444 €,EZ 05/2023,25524 Itzehoe,"Benzin, ca. 5,6 l/100 km (komb.)* , ca. 138 g CO₂/km (komb.)* ",9.600 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
"BMW 116 Steuerkette neu, sehr gepflegt, Scheckheft",8.700 €,EZ 03/2010,49597 Rieste,"Benzin, ca. 6,1 l/100 km (komb.)* ",97.237 km,ca. 90 kW (122PS),gefunden auf autoscout24.de
Audi A3 1.6 Ambition,1.500 €,EZ 05/2002,76137 Karlsruhe,"Benzin, ca. 7,4 l/100 km (komb.)* ",190.160 km,ca. 74 kW (101PS),gefunden auf autoscout24.de
Seat Leon León 1.9TDI Sport,2.200 €,EZ 11/2002,63456 Hanau,"Diesel, ca. 5,2 l/100 km (komb.)* ",202.500 km,ca. 81 kW (110PS),gefunden auf autoscout24.de
VW Golf Volkswagen 1.4 TSI BlueMotion Technology Comfortline,8.599 €,EZ 10/2013,90480 Nürnberg,"Benzin, ca. 5,2 l/100 km (komb.)* , ca. 120 g CO₂/km (komb.)* ",154.300 km,ca. 90 kW (122PS),gefunden auf autoscout24.de
Cupra Born 58 kWh Batterie 62 (brutto) Wärmepumpe / LED /,27.929 €,EZ 12/2022,90441 Nürnberg,Elektro,3.350 km,ca. 150 kW (204PS),gefunden auf autoscout24.de
