title,price,registration,location,benzin,mileage,power,gefunden
VW Golf Volkswagen 1.4 TSI Highline BMT*BI-XENON*PDC*SHZ*,14.890 €,EZ 07/2015,13559 Berlin,"Benzin, ca. 5,2 l/100 km (komb.)* , ca. 125 g CO₂/km (komb.)* , B",74.717 km,ca. 110 kW (150PS),gefunden auf autoscout24.de
Mini Cooper S 5-Türer,28.880 €,EZ 05/2022,88046 Friedrichshafen,"Benzin, ca. 5,3 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* , B",15.000 km,ca. 131 kW (178PS),gefunden auf MINI
Tesla Model 3 Allradantrieb mit Dualmotor Long Range 4 Türen,778 € monatlich,EZ -/2024,,"Elektro, ca. 0 g CO₂/km (komb.)* ",- km,ca. 366 kW (498PS),gefunden auf Carwow Leasing
VW Golf Style 1.5 TSI 110kW 7-Gang DSG 4 Türen,23.790 €,EZ -/2020,,"Benzin, ca. 131 g CO₂/km (komb.)* ",22.349 km,ca. 110 kW (150PS),gefunden auf hey.car Online-Kauf
VW ID.3 Pro 150kW 1-Gang Automatik 4 Türen,29.990 €,EZ -/2021,,"Elektro, ca. 1 g CO₂/km (komb.)* ",41.899 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
VW Golf e- Comfortline 100kW 1-Gang Automatik 4 Türen,17.990 €,EZ -/2020,,"Elektro, ca. 1 g CO₂/km (komb.)* ",19.868 km,ca. 100 kW (136PS),gefunden auf hey.car Online-Kauf
VW Golf GTI 2.0 TSI 180kW 7-Gang DSG 4 Türen,29.990 €,EZ -/2021,,"Benzin, ca. 6,5 l/100 km (komb.)* , ca. 149 g CO₂/km (komb.)* ",39.073 km,ca. 180 kW (245PS),gefunden auf hey.car Online-Kauf
VW Golf GTI 2.0 TSI 221kW 7-Gang DSG 4 Türen,35.990 €,EZ -/2021,,"Benzin, ca. 6,6 l/100 km (komb.)* , ca. 151 g CO₂/km (komb.)* ",22.444 km,ca. 221 kW (300PS),gefunden auf hey.car Online-Kauf
VW ID.3 Pro 150kW 1-Gang Automatik 4 Türen,27.990 €,EZ -/2020,,"Elektro, ca. 1 g CO₂/km (komb.)* ",28.935 km,ca. 150 kW (204PS),gefunden auf hey.car Online-Kauf
VW Golf GTE 1.4 TSI Hybrid 110kW 6-Gang DSG 4 Türen,24.890 €,EZ -/2020,,"Hybrid, ca. 26 g CO₂/km (komb.)* ",29.574 km,ca. 110 kW (150PS),gefunden auf hey.car Online-Kauf
