title,price,registration,location,benzin,mileage,power,gefunden
BMW 318 i Advantage/NAVI/LED/SPORTSITZE/PDC/1.HD,18.990 €,EZ 10/2018,58285 Gevelsberg,"Benzin, ca. 6,3 l/100 km (komb.)* , ca. 143 g CO₂/km (komb.)* ",81.747 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318i 318 *LED*PDC*KLIMA*LIMITER*ALU*GARANTIE,19.140 €,EZ 02/2018,90441 Nürnberg,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 119 g CO₂/km (komb.)* ",11.850 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318i 318 Luxury Line,17.900 €,EZ 12/2017,67304 Eisenberg,"Benzin, ca. 5,4 l/100 km (komb.)* ",69.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318 i M Sport/M Paket SHADOW+NAVI+LED+KOMFORTZ+19,17.450 €,EZ 03/2017,36179 Bebra,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",59.586 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318 i Advantage/Navi/Sitzhzg/Parkpilot/Tempomat,17.490 €,EZ 01/2017,35415 Pohlheim,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 119 g CO₂/km (komb.)* , A",79.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318i 318,16.700 €,EZ 03/2016,04416 Markkleeberg,"Benzin, ca. 5,1 l/100 km (komb.)* ",176.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
"BMW 318 i Advantage (Navi, Tempomat, LED, Insp. NEU)",17.900 €,EZ 01/2017,33175 Bad Lippspringe,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",64.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318 i Shadow-Line Klimaautomat PDC SHZ Alu EURO 6,13.900 €,EZ 03/2016,40231 Düsseldorf,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",150.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318 i Lim. |1.Hand|NAVI|PDC|ALU|TÜV NEU,12.480 €,EZ 08/2016,36367 Wartenberg-Angersbach,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",169.892 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318 i Navi Head-Up Display Surround-Kamerasystem,19.890 €,EZ 07/2018,47443 Moers,"Benzin, ca. 6,3 l/100 km (komb.)* , ca. 143 g CO₂/km (komb.)* ",107.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318i 318 Comfort Edition,22.000 €,EZ 05/2018,78647 Trossingen,"Benzin, ca. 8,0 l/100 km (komb.)* ",63.000 km,ca. 85 kW (116PS),gefunden auf autoscout24.de
