title,price,registration,location,benzin,mileage,power,gefunden
BMW 318 i Advantage*NAV*BT*AHK*PDC*,17.999 €,EZ 05/2017,42389 Wuppertal,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* , A",48.028 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
"BMW 318 i M SPORT KEYLESS,HIFI,LED,SCHECKHEFT,19ZOLL",21.880 €,EZ 03/2017,12103 Berlin,"Benzin, ca. 5,5 l/100 km (komb.)* , ca. 129 g CO₂/km (komb.)* ",59.600 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318 i Lim.Sport Line-1.HAND-LED-PDC-SITZH-TEMP-,17.990 €,EZ 03/2018,90429 Nürnberg,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",93.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318 i Lim. Advantage/SHZ/TEMP/1.Hd.,13.980 €,EZ 04/2016,74889 Sinsheim,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",149.412 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318i Limousine,16.379 €,EZ 10/2016,74074 Heilbronn,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 119 g CO₂/km (komb.)* ",58.000 km,ca. 100 kW (136PS),gefunden auf BMW
BMW 318 i Sport Line*NAVI*LED*HUD*SHZ*PDC,19.100 €,EZ 10/2016,65936 Frankfurt am Main,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 124 g CO₂/km (komb.)* ",64.173 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318 I M Sport Navi PDC SHZ LED,18.590 €,EZ 02/2017,51674 Wiehl,Benzin,122.636 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318i 318 Advantage LED Kamera AHK,16.450 €,EZ 01/2016,06542 Allstedt / OT Niederröblingen,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",69.173 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318 i Sport Line NAVI-PDC-LED-HEAD UP-LED-KAMERA,19.290 €,EZ 11/2016,56727 Mayen,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",69.500 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318d Limousine,29.388 €,EZ 04/2020,65203 Wiesbaden,"Benzin, ca. 4,6 l/100 km (komb.)* , ca. 122 g CO₂/km (komb.)* , A",57.922 km,ca. 110 kW (150PS),gefunden auf BMW
BMW 318 i Advantage NAV LED AHK SHZ ALU PDC vo+hi BLUETOOT,18.970 €,EZ 02/2017,46539 Dinslaken,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 119 g CO₂/km (komb.)* , A",56.616 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318 i M Sportpaket 1.Hand/Navi/SHZ/Garantie inkl.,22.000 €,EZ 03/2018,46049 Oberhausen,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",109.906 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318i Limousine,17.450 €,EZ 01/2017,06886 Lutherstadt Wittenberg,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",94.901 km,ca. 100 kW (136PS),gefunden auf BMW
BMW 318 i Advantage Navigation+Garagenwagen+Garantie,14.999 €,EZ 02/2016,03051 Cottbus/OT Gallinchen,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",135.200 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318i 318 Luxury Line,17.900 €,EZ 12/2017,67304 Eisenberg,"Benzin, ca. 5,4 l/100 km (komb.)* ",69.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318i 318,16.700 €,EZ 03/2016,04416 Markkleeberg,"Benzin, ca. 5,1 l/100 km (komb.)* ",176.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318 i Navi Head-Up Display Surround-Kamerasystem,19.890 €,EZ 07/2018,47443 Moers,"Benzin, ca. 6,3 l/100 km (komb.)* , ca. 143 g CO₂/km (komb.)* ",107.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
