title,price,registration,location,benzin,mileage,power,gefunden
VW Golf Volkswagen VII GTE 1.4 TSI DSG +STANDHZ,24.999 €,EZ 03/2020,73119 Zell u.A.,"Hybrid, ca. 1,9 l/100 km (komb.)* , ca. 43 g CO₂/km (komb.)* , A+",46.721 km,ca. 150 kW (204PS),gefunden auf autoscout24.de
Mini Cooper S Countryman Cooper SE ALL4 Countryman,29.950 €,EZ 10/2021,49479 Ibbenbüren,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",22.538 km,ca. 92 kW (125PS),gefunden auf MINI
Mercedes-Benz A 250,30.090 €,EZ -/2021,,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 31 g CO₂/km (komb.)* , A+",29.220 km,ca. 118 kW (160PS),gefunden auf hey.car Online-Kauf
Mercedes-Benz A 250 e 8G AMG+LIM+Night+AHK+HighEnd+LED+HuD,30.250 €,EZ -/2021,,Hybrid,27.699 km,ca. 118 kW (160PS),gefunden auf mobile.de Online-Kauf
Hyundai i20 1.0T AT N-Line Navi LED BOSE Keyless SOFORT,22.970 €,EZ -/2022,,"Hybrid, ca. 5,6 l/100 km (komb.)* , ca. 134 g CO₂/km (komb.)* ",7.695 km,ca. 74 kW (101PS),gefunden auf mobile.de Online-Kauf
"Seat Leon FR 1.4 eHYBRID 18"" KAMERA NAVI SHZ FULL LIN",27.390 €,EZ -/2022,,"Hybrid, ca. 1,2 l/100 km (komb.)* WLTP, ca. 26 g CO₂/km (komb.)* WLTP",6.900 km,ca. 150 kW (204PS),gefunden auf mobile.de Online-Kauf
VW Golf Volkswagen VII GTE 1.4 TSI DSG +STANDHZ,24.999 €,EZ 03/2020,73119 Zell u.A.,"Hybrid, ca. 1,9 l/100 km (komb.)* , ca. 43 g CO₂/km (komb.)* , A+",46.721 km,ca. 150 kW (204PS),gefunden auf autoscout24.de
Renault ZOE Life*Easy-Paket*Einparkhilfe*Navi*1.Hand*,10.550 €,EZ 06/2016,74613 Öhringen,"Elektro, ca. 0 g CO₂/km (komb.)* ",64.000 km,ca. 43 kW (58PS),gefunden auf autoscout24.de
Nissan Leaf 62 kWh e+ N-Connecta Winter/LED/AHK,26.900 €,EZ 03/2022,74343 Sachsenheim,"Elektro, ca. 0 g CO₂/km (komb.)* ",22.700 km,ca. 160 kW (218PS),gefunden auf autoscout24.de
Porsche Taycan 4S LED-Matrix SportDesign Paket 21-Zoll,89.880 €,EZ 01/2021,73037 Göppingen,"Elektro, ca. 0 g CO₂/km (komb.)* ",26.843 km,ca. 420 kW (571PS),gefunden auf autoscout24.de
Tesla Model 3 Standard Reichweite Plus Hinterradantrieb,38.000 €,EZ 09/2022,85598 Baldham,Elektro,12.500 km,ca. 208 kW (283PS),gefunden auf autoscout24.de
VW e-Golf Volkswagen Golf VII,16.900 €,EZ 12/2020,36043 Fulda,"Elektro, ca. 0 g CO₂/km (komb.)* ",58.300 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
Renault ZOE Life,10.990 €,EZ 02/2018,49685 Emstek-West,"Elektro, ca. 16,3 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+",25.850 km,ca. 43 kW (58PS),gefunden auf autoscout24.de
Smart ForFour EQ Passion Cool&Media Navi SHZ 22kw Pano,11.980 €,EZ 02/2019,47800 Krefeld,"Elektro, ca. 13,0 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* ",17.875 km,ca. 60 kW (82PS),gefunden auf autoscout24.de
Tesla Model 3 Long Range Dual Motor*Pano*Kamera*LED,29.000 €,EZ 09/2019,49828 Neuenhaus,"Elektro, ca. 16,0 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+",97.711 km,ca. 324 kW (441PS),gefunden auf autoscout24.de
BMW i3 s 94 LED GSD RFK Navi Prof. Tempomat Shz PDC,21.899 €,EZ 07/2018,49377 Vechta,"Elektro, ca. 0 g CO₂/km (komb.)* ",19.850 km,ca. 135 kW (184PS),gefunden auf autoscout24.de
BMW 530e 530 M Sportpaket HUD NaviProf Laser Memory RFK,44.890 €,EZ 02/2023,71032 Böblingen,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 39 g CO₂/km (komb.)* , A+++",21.900 km,ca. 215 kW (292PS),gefunden auf autoscout24.de
Opel Corsa e Edition LED+SHZ+PP+KAMERA+CARPLAY+2Hd,19.449 €,EZ 03/2020,26203 Wardenburg,"Elektro, ca. 0 g CO₂/km (komb.)* ",46.750 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW i3 s *Navi Prof.*,20.390 €,EZ 09/2021,40597 Düsseldorf,"Elektro, ca. 0 g CO₂/km (komb.)* ",22.400 km,ca. 135 kW (184PS),gefunden auf autoscout24.de
Mercedes-Benz EQS 580 4M AMG+HyperScreen+Multikontur+Memory LED,163.990 €,EZ 12/2022,04720 Döbeln,"Elektro, ca. 1 g CO₂/km (komb.)* , A+++",12.355 km,ca. 385 kW (523PS),gefunden auf autoscout24.de
VW Up Volkswagen ! e- United inkl. Garantie,16.400 €,EZ 01/2021,25712 Kuden,Elektro,47.000 km,ca. 61 kW (83PS),gefunden auf autoscout24.de
"VW Golf Volkswagen e-, Wärmepumpe, ACC, Winterreifen Sommerferien",17.500 €,EZ 07/2019,26683 Saterland,Elektro,59.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
Hyundai Ioniq Hybrid Style Navi LED ACC Klimaaut. Rückfahrkam.,22.790 €,EZ 01/2022,91207 Lauf,"Hybrid, ca. 4,2 l/100 km (komb.)* , ca. 97 g CO₂/km (komb.)* , A+",66.053 km,ca. 104 kW (141PS),gefunden auf autoscout24.de
VW ID.3 Volkswagen Basis Pro LM Climatr. Navi PDC LED SHZ,26.567 €,EZ 02/2022,34369 Hofgeismar,"Elektro, ca. 0 g CO₂/km (komb.)* ",8.000 km,ca. 107 kW (145PS),gefunden auf autoscout24.de
Mercedes-Benz A 250 e AMG Sport LED Navi Spurh.-Ass. DAB SH,27.480 €,EZ 12/2020,58706 Menden,"Hybrid, ca. 32 g CO₂/km (komb.)* ",38.250 km,ca. 118 kW (160PS),gefunden auf autoscout24.de
Cupra Born 150 kW Wärmepumpe Pano KESSY Kamera ACC NAV,35.883 €,EZ 01/2023,34369 Hofgeismar,"Elektro, ca. 0 g CO₂/km (komb.)* ",9.900 km,ca. 150 kW (204PS),gefunden auf autoscout24.de
Tesla Model 3 Standard Reichweite Plus Hinterradantrieb,36.150 €,EZ 09/2021,74523 Schwäbisch Hall,Elektro,39.000 km,ca. 239 kW (325PS),gefunden auf autoscout24.de
Smart ForFour EQ Passion Premium+Plus 22KW Navi Kamera,13.890 €,EZ 08/2020,47800 Krefeld,"Elektro, ca. 13,0 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",13.102 km,ca. 60 kW (82PS),gefunden auf autoscout24.de
BMW 530e 530 HeadUp Komfortsitze NaviProf RFK Adapt.LED,42.480 €,EZ 10/2022,71032 Böblingen,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 39 g CO₂/km (komb.)* , A+++",16.700 km,ca. 215 kW (292PS),gefunden auf autoscout24.de
Tesla Model S 85d Allrad Batterie neu 90kWh,23.300 €,EZ 06/2015,63543 Neuberg,"Elektro, ca. 0 g CO₂/km (komb.)* ",181.000 km,ca. 382 kW (519PS),gefunden auf autoscout24.de
Opel Corsa-e F GS Line Winter-Paket Kamera LED,21.990 €,EZ 05/2021,59609 Anröchte,"Elektro, ca. 0 g CO₂/km (komb.)* ",23.200 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
VW ID.3 Volkswagen PRO PERFORMANCE MAX 1ST/ACC/HuD/PANO/20Z/IQ,27.685 €,EZ 10/2020,58091 Hagen,"Elektro, A+",18.973 km,ca. 150 kW (204PS),gefunden auf autoscout24.de
