title,price,registration,location,benzin,mileage,power,gefunden
BMW 330 e xDrive Limousine **sofort verfügbar**,836 € monatlich,EZ -/-,95447 Bayreuth,"Hybrid, ca. 1,7 l/100 km (komb.)* , ca. 38 g CO₂/km (komb.)* , B",1 km,ca. 135 kW (184PS),gefunden auf Leasingmarkt
BMW 330e Limousine,29.600 €,EZ 11/2020,12683 Berlin,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",41.738 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,29.600 €,EZ 11/2020,12683 Berlin,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",41.738 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 320e Limousine,26.579 €,EZ 05/2021,71679 Asperg,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",64.741 km,ca. 120 kW (163PS),gefunden auf BMW
BMW 330e Limousine,30.329 €,EZ 12/2020,52078 Aachen,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",37.352 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,36.980 €,EZ 10/2020,80939 München,"Hybrid, ca. 0 g CO₂/km (komb.)* ",45.648 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e xDrive Limousine MX,44.443 €,EZ 03/2023,47533 Kleve,"Hybrid, ca. 0 g CO₂/km (komb.)* ",37.067 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 320e Limousine,37.990 €,EZ 08/2022,47533 Kleve,"Hybrid, ca. 0 g CO₂/km (komb.)* ",23.800 km,ca. 120 kW (163PS),gefunden auf BMW
BMW 330e Limousine MX,31.908 €,EZ 12/2020,,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",56.900 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,33.899 €,EZ 10/2020,66121 Saarbrücken,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",36.785 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,30.899 €,EZ 08/2020,67663 Kaiserslautern,"Hybrid, ca. 0 g CO₂/km (komb.)* ",73.033 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine MX,39.990 €,EZ 02/2021,50739 Köln,"Hybrid, ca. 0 g CO₂/km (komb.)* ",29.577 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 320e Limousine,36.360 €,EZ 09/2022,40721 Hilden,"Hybrid, ca. 0 g CO₂/km (komb.)* ",30.975 km,ca. 120 kW (163PS),gefunden auf BMW
BMW 320e Limousine,26.489 €,EZ 09/2021,74074 Heilbronn,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",19.700 km,ca. 120 kW (163PS),gefunden auf BMW
BMW 330e Limousine,27.500 €,EZ 11/2020,14057 Berlin,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",54.010 km,ca. 135 kW (184PS),gefunden auf BMW
