title,price,registration,location,benzin,mileage,power,gefunden
"BMW 318i Lim. ADVANTAGE LED LEDER KLIMAAUTOMATIK 16""",16.390 €,EZ 03/2016,23972 Dorf Mecklenburg/Wismar,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",84.000 km,ca. 100 kW (136PS),gefunden auf mobile.de
BMW 318i 318 *LED*PDC*KLIMA*LIMITER*ALU*GARANTIE,18.640 €,EZ 02/2018,90441 Nürnberg,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 119 g CO₂/km (komb.)* ",11.850 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318i 318 Advantage LED Kamera AHK,16.750 €,EZ 01/2016,06542 Allstedt / OT Niederröblingen,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",69.173 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318i Limousine Sport Line HK HiFi LED RFK Alarm,19.900 €,EZ 07/2018,12683 Berlin,"Benzin, ca. 6,2 l/100 km (komb.)* , ca. 141 g CO₂/km (komb.)* ",66.555 km,ca. 100 kW (136PS),gefunden auf mobile.de
BMW 318i Lim. Mineralgrau met. Head-Up Display,18.850 €,EZ 02/2017,45699 Herten,"Benzin, ca. 7,5 l/100 km (komb.)* ",56.500 km,ca. 110 kW (150PS),gefunden auf mobile.de
BMW 318i 318 Baureihe 3 Lim.,15.900 €,EZ 08/2017,76646 Bruchsal,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",67.200 km,ca. 100 kW (136PS),gefunden auf mobile.de
BMW 318i Lim. |1.Hand|NAVI|PDC|ALU|TÜV NEU,11.980 €,EZ 08/2016,36367 Wartenberg-Angersbach,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",169.892 km,ca. 100 kW (136PS),gefunden auf mobile.de
BMW 318i Kombi Advantage Touring,13.799 €,EZ 09/2016,63067 Offenbach am Main,Benzin,129.297 km,ca. 100 kW (136PS),gefunden auf mobile.de
BMW 318 i M Sport/M Paket SHADOW+NAVI+LED+KOMFORTZ+19,16.950 €,EZ 03/2017,36179 Bebra,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",59.586 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318 i M Sportpaket 1.Hand/Navi/SHZ/Garantie inkl.,19.499 €,EZ 03/2018,46049 Oberhausen,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",99.999 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318 i Advantage/NAVI/LED/SPORTSITZE/PDC/1.HD,18.990 €,EZ 10/2018,58285 Gevelsberg,"Benzin, ca. 6,3 l/100 km (komb.)* , ca. 143 g CO₂/km (komb.)* ",81.747 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318i 318 Luxury Line,17.900 €,EZ 12/2017,67304 Eisenberg,"Benzin, ca. 5,4 l/100 km (komb.)* ",69.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318 i ADVANTAGE * LED * PDC * CONNECTED *,16.890 €,EZ 12/2017,51147 Köln,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",46.978 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318 i Advantage/Navi/Sitzhzg/Parkpilot/Tempomat,17.490 €,EZ 01/2017,35415 Pohlheim,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 119 g CO₂/km (komb.)* , A",79.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318i 318,16.700 €,EZ 03/2016,04416 Markkleeberg,"Benzin, ca. 5,1 l/100 km (komb.)* ",176.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
"BMW 318 i Advantage (Navi, Tempomat, LED, Insp. NEU)",17.900 €,EZ 01/2017,33175 Bad Lippspringe,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",64.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318 i Navi Head-Up Display Surround-Kamerasystem,19.890 €,EZ 07/2018,47443 Moers,"Benzin, ca. 6,3 l/100 km (komb.)* , ca. 143 g CO₂/km (komb.)* ",107.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318i 318 Comfort Edition,22.000 €,EZ 05/2018,78647 Trossingen,"Benzin, ca. 8,0 l/100 km (komb.)* ",63.000 km,ca. 85 kW (116PS),gefunden auf autoscout24.de
