title,price,registration,location,benzin,mileage,power,gefunden
Tesla Model 3 LR USS Langstreckenbatt. Allradantrieb Dual Motor,45.500 €,EZ 06/2022,93133 Burglengenfeld,Elektro,26.500 km,ca. 366 kW (498PS),gefunden auf autoscout24.de
Mini Cooper S Countryman Cooper SE ALL4 Countryman,29.950 €,EZ 10/2021,49479 Ibbenbüren,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",22.538 km,ca. 92 kW (125PS),gefunden auf MINI
MG MG4 Xpower 64kWh *BAFA Fähig!* +Verfügbar+,40.438 €,EZ -/2023,,"Elektro, ca. 18,7 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",2.500 km,ca. 320 kW (435PS),gefunden auf hey.car Online-Kauf
BMW 330e Limousine,29.450 €,EZ 06/2020,24118 Kiel,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",53.031 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 320e Sedan G20 XB1,42.440 €,EZ 12/2022,14482 Potsdam,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",818 km,ca. 120 kW (163PS),gefunden auf BMW
BMW 330e Limousine,29.490 €,EZ 07/2020,24118 Kiel,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",63.651 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 330e Limousine,28.959 €,EZ 04/2020,73037 Göppingen,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",83.839 km,ca. 135 kW (184PS),gefunden auf BMW
VW Golf VII e-,16.480 €,EZ 11/2016,14712 Rathenow,"Elektro, ca. 0 g CO₂/km (komb.)* , A+",23.238 km,ca. 85 kW (116PS),gefunden auf hey.car
VW ID.3 Performance Pro *LED*NAVI*ACC*SHZ*TEL*PDC*,35.810 €,EZ 02/2023,87616 Marktoberdorf,"Elektro, ca. 1,6 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",17.500 km,ca. 150 kW (204PS),gefunden auf hey.car
Audi RS e-tron GT Q UPE175 LM21 MASSAGE CARBON,86.260 €,EZ -/2021,44809 Bochum,"Elektro, ca. 20,6 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",10.218 km,ca. 440 kW (598PS),gefunden auf hey.car
BMW 320 e Limousine LMR 19 Zoll Park-Assistent Driving Assistent,38.290 €,EZ 12/2022,47800 Krefeld,"Hybrid, ca. 7,8 l/100 km (komb.)* , ca. 40 g CO₂/km (komb.)* ",19.000 km,ca. 120 kW (163PS),gefunden auf hey.car
Hyundai IONIQ 6 ElekWh First Edition/Navi/Sitzheizung/Rückfahrkamera,57.550 €,EZ -/2023,80636 München,"Elektro, ca. 14,0 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",5.000 km,ca. 239 kW (325PS),gefunden auf hey.car
VW Golf VII e-,16.480 €,EZ -/2016,14772 Brandenburg,"Elektro, ca. 0 g CO₂/km (komb.)* , A+",23.238 km,ca. 85 kW (116PS),gefunden auf hey.car
Audi A3 Sportback 40 TFSI e-tron Pano ACC Navi Virtua,25.875 €,EZ 12/2020,53757 Sankt Augustin-Menden,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 30 g CO₂/km (komb.)* , A+",45.694 km,ca. 150 kW (204PS),gefunden auf hey.car
Audi A3 Sportback 40 TFSI e-tron S Line Navi APS Plus,28.975 €,EZ 11/2021,53757 Sankt Augustin-Menden,"Hybrid, ca. 1,4 l/100 km (komb.)* , ca. 30 g CO₂/km (komb.)* ",24.213 km,ca. 150 kW (204PS),gefunden auf hey.car
Opel Corsa-e Corsa e GS Line*DAB*RFK*NAVI*Szh*,29.690 €,EZ -/2023,80636 München,"Elektro, ca. 15,9 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",1.000 km,ca. 100 kW (136PS),gefunden auf hey.car
Audi A3 Sportback 45 TFSI e 2x S line *PANO*NAVI*LED*,44.920 €,EZ -/2023,87616 Marktoberdorf,"Hybrid, ca. 6,5 l/100 km (komb.)* , ca. 147 g CO₂/km (komb.)* , B",3.000 km,ca. 180 kW (245PS),gefunden auf hey.car
Peugeot 408 Hybrid 225 e-EAT8 GT,43.850 €,EZ -/2023,55411 Bingen,"Hybrid, ca. 1,2 l/100 km (komb.)* , ca. 28 g CO₂/km (komb.)* , A+++",14.500 km,ca. 165 kW (224PS),gefunden auf hey.car
Lexus GS 300 ES 300 h Luxury Line *Leder*Navi*M.Levinson*HUD*,41.690 €,EZ 10/2019,04178 Leipzig,"Hybrid, ca. 4,5 l/100 km (komb.)* , ca. 103 g CO₂/km (komb.)* , A+",48.700 km,ca. 160 kW (218PS),gefunden auf hey.car
Citroën C4 e-,31.340 €,EZ -/2023,80636 München,"Elektro, ca. 15,5 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",25 km,ca. 100 kW (136PS),gefunden auf hey.car
"Hyundai Ioniq Elektro MJ22 Advantage-Paket, Glasschiebdach",26.490 €,EZ -/2022,52068 Aachen,"Elektro, ca. 13,8 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",1.500 km,ca. 100 kW (136PS),gefunden auf hey.car
"Opel Astra GS Line Plug-in-Hybrid 1.6 Navi/Matrix-LED/HiFi/Sitz/Lenkradheizung/7,4 kW Onboard-Charger",40.950 €,EZ -/2023,45897 Gelsenkirchen,"Hybrid, ca. 1,1 l/100 km (komb.)* , ca. 24 g CO₂/km (komb.)* , A+++",4.700 km,ca. 133 kW (181PS),gefunden auf hey.car
Opel Corsa-e Corsa F e *,25.690 €,EZ -/2023,80636 München,"Elektro, ca. 15,9 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",500 km,ca. 100 kW (136PS),gefunden auf hey.car
Mercedes-Benz E 300 de 4MATIC Limousine AMG+MBUX+LED+Wide+PSD+,51.281 €,EZ -/2022,57074 Siegen,"Hybrid, ca. 5,7 l/100 km (komb.)* , ca. 149 g CO₂/km (komb.)* , A+",18.500 km,ca. 143 kW (194PS),gefunden auf hey.car
BMW 530e xDr M Sportpaket ACC Laser HUD LiveCockpit,49.140 €,EZ -/2022,33100 Paderborn,"Hybrid, ca. 2,0 l/100 km (komb.)* , ca. 46 g CO₂/km (komb.)* , A+",14.600 km,ca. 215 kW (292PS),gefunden auf hey.car
Polestar 2 DUAL MOTOR 78kWh +PGD+LEDER+360°KAM++,48.450 €,EZ -/2022,50171 Kerpen,"Elektro, ca. 20,9 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+",11.000 km,ca. 300 kW (408PS),gefunden auf hey.car
VW ID.3 Pro S ACC DCC LED Navi Wärmepumpe KLIMA ALU,46.980 €,EZ -/2023,31061 Alfeld,"Elektro, ca. 15,85 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",9.900 km,ca. 150 kW (204PS),gefunden auf hey.car
Citroën C4 e-Feel,31.840 €,EZ -/2023,80636 München,"Elektro, ca. 15,3 kWh/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , A+++",500 km,ca. 100 kW (136PS),gefunden auf hey.car
