title,price,registration,location,benzin,mileage,power,gefunden
BMW 318i 318 *LED*PDC*KLIMA*LIMITER*ALU*GARANTIE,18.220 €,EZ 02/2018,90441 Nürnberg,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 119 g CO₂/km (komb.)* ",11.850 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318i 318,3.500 €,EZ 05/2020,56070 Koblenz,"Benzin, ca. 7,4 l/100 km (komb.)* ",225.000 km,ca. 105 kW (143PS),gefunden auf autoscout24.de
BMW 318 i Advantage Navigation+Garagenwagen+Garantie,14.999 €,EZ 02/2016,03051 Cottbus/OT Gallinchen,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",135.200 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
"BMW 318 i Advantage (Navi, Tempomat, LED, Insp. NEU)",16.799 €,EZ 01/2017,33175 Bad Lippspringe,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",64.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318i 318 Advantage,16.950 €,EZ 05/2017,50767 Köln,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",47.880 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318 i Lim. Advantage/SHZ/TEMP/1.Hd.,14.780 €,EZ 04/2016,74889 Sinsheim,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",149.412 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318i 318 Advantage LED Kamera AHK,16.750 €,EZ 01/2016,06542 Allstedt / OT Niederröblingen,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",69.173 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318 i M Sportpaket 1.Hand/Navi/SHZ/Garantie inkl.,19.499 €,EZ 03/2018,46049 Oberhausen,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 121 g CO₂/km (komb.)* ",99.999 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318i Advantage/NAVI/LED/SPORTSITZE/PDC/1.HD,18.990 €,EZ 10/2018,58285 Gevelsberg,"Benzin, ca. 6,3 l/100 km (komb.)* , ca. 143 g CO₂/km (komb.)* ",81.747 km,ca. 100 kW (136PS),gefunden auf mobile.de
BMW 318i 318 Luxury Line,17.900 €,EZ 12/2017,67304 Eisenberg,"Benzin, ca. 5,4 l/100 km (komb.)* ",69.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318 i Advantage/Navi/Sitzhzg/Parkpilot/Tempomat,17.490 €,EZ 01/2017,35415 Pohlheim,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 119 g CO₂/km (komb.)* , A",79.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318i 318,16.700 €,EZ 03/2016,04416 Markkleeberg,"Benzin, ca. 5,1 l/100 km (komb.)* ",176.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318 i Navi Head-Up Display Surround-Kamerasystem,19.890 €,EZ 07/2018,47443 Moers,"Benzin, ca. 6,3 l/100 km (komb.)* , ca. 143 g CO₂/km (komb.)* ",107.000 km,ca. 100 kW (136PS),gefunden auf autoscout24.de
BMW 318i 318 Comfort Edition,22.000 €,EZ 05/2018,78647 Trossingen,"Benzin, ca. 8,0 l/100 km (komb.)* ",63.000 km,ca. 85 kW (116PS),gefunden auf autoscout24.de
