title,price,registration,location,benzin,mileage,power,gefunden
Suzuki Kizashi 2.4 4x4 CVT Sport,9.500 €,EZ 11/2010,45739 Oer-Erkenschwick,"Benzin, ca. 8,3 l/100 km (komb.)* ",158.000 km,ca. 131 kW (178PS),gefunden auf autoscout24.de
Mini Cooper 5-Türer,27.480 €,EZ 12/2023,29614 Soltau,"Benzin, ca. 5,0 l/100 km (komb.)* , ca. 115 g CO₂/km (komb.)* , B",2.900 km,ca. 100 kW (136PS),gefunden auf MINI
Mercedes-Benz EQS 450+ 5 Türen,1.130 € monatlich,EZ -/2024,,"Elektro, ca. 0 g CO₂/km (komb.)* ",- km,ca. 265 kW (360PS),gefunden auf Carwow Leasing
BMW 118i Hatch,18.950 €,EZ 01/2021,23560 Lübeck,"Benzin, ca. 5,5 l/100 km (komb.)* , ca. 126 g CO₂/km (komb.)* , B",32.438 km,ca. 100 kW (136PS),gefunden auf BMW
BMW 320d xDrive Limousine,30.904 €,EZ 08/2020,22885 Barsbüttel,"Diesel, ca. 4,3 l/100 km (komb.)* , ca. 114 g CO₂/km (komb.)* , A+",78.025 km,ca. 140 kW (190PS),gefunden auf BMW
BMW 530e iPerformance Limousine,34.990 €,EZ 03/2021,68169 Mannheim,"Hybrid, ca. 0 g CO₂/km (komb.)* ",54.304 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 320d Limousine MX,43.499 €,EZ 05/2023,86899 Landsberg am Lech,"Diesel, ca. 0 g CO₂/km (komb.)* ",17.747 km,ca. 140 kW (190PS),gefunden auf BMW
BMW 320d Gran Turismo,25.196 €,EZ 05/2019,63897 Miltenberg,"Diesel, ca. 5,0 l/100 km (komb.)* , ca. 131 g CO₂/km (komb.)* , A",65.380 km,ca. 140 kW (190PS),gefunden auf BMW
BMW 740d xDrive Limousine,87.900 €,EZ 04/2023,82538 Geretsried - Gelting,"Diesel, ca. 0 g CO₂/km (komb.)* ",26.228 km,ca. 210 kW (286PS),gefunden auf BMW
BMW 118i Hatch,23.800 €,EZ 06/2020,94481 Grafenau,"Benzin, ca. 5,4 l/100 km (komb.)* , ca. 122 g CO₂/km (komb.)* , B",45.100 km,ca. 103 kW (140PS),gefunden auf BMW
BMW 118i Hatch,21.290 €,EZ 03/2021,63303 Dreieich,"Benzin, ca. 5,5 l/100 km (komb.)* , ca. 126 g CO₂/km (komb.)* ",21.847 km,ca. 100 kW (136PS),gefunden auf BMW
BMW 740d xDrive Limousine,99.980 €,EZ 04/2023,46149 Oberhausen,"Diesel, ca. 0 g CO₂/km (komb.)* ",27.499 km,ca. 210 kW (286PS),gefunden auf BMW
BMW 730d xDrive Limousine,56.440 €,EZ 12/2020,71679 Asperg,"Diesel, ca. 5,2 l/100 km (komb.)* , ca. 136 g CO₂/km (komb.)* , A+",101.213 km,ca. 210 kW (286PS),gefunden auf BMW
BMW 340 M340d xDrive Limousine MX,55.299 €,EZ 04/2023,89077 Ulm,"Diesel, ca. 0 g CO₂/km (komb.)* ",19.399 km,ca. 250 kW (340PS),gefunden auf BMW
