title,price,registration,location,benzin,mileage,power,gefunden
Ford Fiesta 1.1 C & C NaviAPP KLIMA PDC SHZ FSE,12.990 €,EZ 10/2019,38350 Helmstedt,"Benzin, ca. 5,2 l/100 km (komb.)* , ca. 117 g CO₂/km (komb.)* , C",51.000 km,ca. 63 kW (86PS),gefunden auf autoscout24.de
Audi RS5,71.190 €,EZ -/2020,,"Benzin, ca. 9,2 l/100 km (komb.)* , ca. 218 g CO₂/km (komb.)* , E",22.981 km,ca. 331 kW (450PS),gefunden auf hey.car Online-Kauf
Mini ONE 5-Türer,18.369 €,EZ 08/2020,84453 Mühldorf a. Inn,"Benzin, ca. 4,9 l/100 km (komb.)* , ca. 112 g CO₂/km (komb.)* , B",35.929 km,ca. 75 kW (102PS),gefunden auf MINI
BMW 135 M135i xDrive Hatch,39.609 €,EZ 12/2021,,"Benzin, ca. 0 g CO₂/km (komb.)* ",10.700 km,ca. 225 kW (306PS),gefunden auf BMW
BMW 530e Limousine,51.910 €,EZ 12/2022,22885 Barsbüttel,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",45 km,ca. 135 kW (184PS),gefunden auf BMW
BMW 530d Limousine Luxury Line,47.980 €,EZ 03/2023,96050 Bamberg,"Diesel, ca. 4,7 l/100 km (komb.)* , ca. 123 g CO₂/km (komb.)* , A+",24.737 km,ca. 210 kW (286PS),gefunden auf BMW
BMW 330d Limousine,34.980 €,EZ 07/2019,80939 München,"Diesel, ca. 5,1 l/100 km (komb.)* , ca. 133 g CO₂/km (komb.)* , A",82.536 km,ca. 195 kW (265PS),gefunden auf BMW
BMW 330d Limousine,38.498 €,EZ 06/2020,74076 Heilbronn,"Diesel, ca. 5,0 l/100 km (komb.)* , ca. 130 g CO₂/km (komb.)* , A",29.775 km,ca. 195 kW (265PS),gefunden auf BMW
BMW 116d,23.900 €,EZ 11/2022,74653 Ingelfingen,"Diesel, ca. 3,8 l/100 km (komb.)* , ca. 100 g CO₂/km (komb.)* ",11.800 km,ca. 85 kW (116PS),gefunden auf BMW
BMW 118i Hatch,19.790 €,EZ 04/2021,51674 Wiehl,"Benzin, ca. 5,5 l/100 km (komb.)* , ca. 126 g CO₂/km (komb.)* ",53.926 km,ca. 100 kW (136PS),gefunden auf BMW
BMW 116i Hatch,22.912 €,EZ 03/2021,04103 Leipzig,"Benzin, ca. 5,1 l/100 km (komb.)* , ca. 116 g CO₂/km (komb.)* ",31.166 km,ca. 80 kW (109PS),gefunden auf BMW
BMW 630i Gran Turismo,47.770 €,EZ 09/2022,74076 Heilbronn,"Benzin, ca. 0 g CO₂/km (komb.)* ",26.304 km,ca. 180 kW (245PS),gefunden auf BMW
BMW 118i,29.690 €,EZ 09/2022,82211 Herrsching,"Benzin, ca. 4,9 l/100 km (komb.)* , ca. 113 g CO₂/km (komb.)* , A",1.600 km,ca. 100 kW (136PS),gefunden auf BMW
BMW 745e Limousine,49.490 €,EZ 11/2020,82538 Geretsried - Gelting,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",113.086 km,ca. 210 kW (286PS),gefunden auf BMW
BMW 118i,17.789 €,EZ 10/2020,74076 Heilbronn,"Benzin, ca. 5,4 l/100 km (komb.)* , ca. 0 g CO₂/km (komb.)* , B",34.415 km,ca. 103 kW (140PS),gefunden auf BMW
BMW 520d Sedan,82.485 €,EZ 10/2023,60435 Frankfurt am Main,"Diesel, ca. 0 g CO₂/km (komb.)* , A+++",2.291 km,ca. 145 kW (197PS),gefunden auf BMW
BMW 118i,21.780 €,EZ 11/2020,70569 Stuttgart,"Benzin, ca. 5,4 l/100 km (komb.)* , ca. 122 g CO₂/km (komb.)* , B",28.633 km,ca. 103 kW (140PS),gefunden auf BMW
BMW 520d xDrive Limousine,36.690 €,EZ 09/2019,46236 Bottrop,"Diesel, ca. 4,8 l/100 km (komb.)* , ca. 126 g CO₂/km (komb.)* , A",40.512 km,ca. 140 kW (190PS),gefunden auf BMW
