title,price,registration,location,benzin,mileage,power,gefunden
"BMW 330 e M-Sport Aut Navi LED Driveass PDC Shz 18""",31.310 €,EZ 10/2020,50968 Köln Süd,"Hybrid, ca. 1,5 l/100 km (komb.)* , ca. 35 g CO₂/km (komb.)* ",71.752 km,ca. 185 kW (252PS),gefunden auf autoscout24.de
BMW 330e Luxury Line Automatik Navi Leder,32.940 €,EZ -/2020,,"Hybrid, ca. 0 g CO₂/km (komb.)* , A+++",70.253 km,ca. 215 kW (292PS),gefunden auf hey.car Online-Kauf
BMW 330e A Lim. M Sport Head-Up Laserlicht,32.770 €,EZ 09/2019,74722 Buchen,Hybrid,67.869 km,ca. 215 kW (292PS),gefunden auf mobile.de
"BMW 330 e M-Sport Aut Navi LED Driveass PDC Shz 18""",31.310 €,EZ 10/2020,50968 Köln Süd,"Hybrid, ca. 1,5 l/100 km (komb.)* , ca. 35 g CO₂/km (komb.)* ",71.752 km,ca. 185 kW (252PS),gefunden auf autoscout24.de
BMW 330 e Limo M-Sport Sportpaket Navi Leder digitales Coc,37.699 €,EZ 12/2020,67663 Kaiserslautern,"Hybrid, ca. 1,5 l/100 km (komb.)* ",32.810 km,ca. 215 kW (292PS),gefunden auf autoscout24.de
BMW 330 e Advantage Automatik Navi Bluetooth PDC MP3,24.550 €,EZ 02/2020,75417 Mühlacker,"Hybrid, ca. 1,5 l/100 km (komb.)* , ca. 35 g CO₂/km (komb.)* ",74.200 km,ca. 135 kW (184PS),gefunden auf autoscout24.de
BMW 330 e M Sport Stop&Go HUD Alarm CockpitProf HiFi,32.999 €,EZ 02/2020,29225 Celle,"Hybrid, ca. 36 g CO₂/km (komb.)* , A+",57.309 km,ca. 215 kW (292PS),gefunden auf autoscout24.de
BMW 330e A Lim. M Sport Head-Up Laserlicht,32.770 €,EZ 09/2019,74722 Buchen,Hybrid,67.869 km,ca. 215 kW (292PS),gefunden auf mobile.de
BMW 330e Lim Aut Sport Line VIRTUAL/NAV/ACC/HUD/H&K,31.800 €,EZ 11/2020,36179 Bebra,Hybrid,57.000 km,ca. 135 kW (184PS),gefunden auf mobile.de
BMW 320 eA Limousine M-Sport AHK RFK LED,52.400 €,EZ 09/2023,40595 Düsseldorf,"Hybrid, ca. 1,8 l/100 km (komb.)* , ca. 40 g CO₂/km (komb.)* , A+++",4.601 km,ca. 150 kW (204PS),gefunden auf mobile.de
BMW 330 e M Sport Laser Navi HUD GSD ACC H&K,33.970 €,EZ 07/2020,12277 Berlin,"Hybrid, ca. 1,7 l/100 km (komb.)* , ca. 37 g CO₂/km (komb.)* ",63.000 km,ca. 215 kW (292PS),gefunden auf autoscout24.de
BMW 330 e Sport Line Kamera Laser HiFi HUD ACC Alarm,30.999 €,EZ 08/2020,29225 Celle,"Hybrid, ca. 36 g CO₂/km (komb.)* , A+",35.234 km,ca. 215 kW (292PS),gefunden auf autoscout24.de
BMW 330 e Lim. Advantage LiveCockp.Parkass.Klimaaut.,28.498 €,EZ 06/2020,74076 Heilbronn,"Hybrid, ca. 0 g CO₂/km (komb.)* ",28.533 km,ca. 185 kW (252PS),gefunden auf autoscout24.de
BMW 330e Limousine MX Sportpaket HK HiFi DAB LED,59.990 €,EZ 03/2023,80788 München,Hybrid,11.683 km,ca. 135 kW (184PS),gefunden auf mobile.de
BMW 330e M Sport Automatik,35.200 €,EZ 12/2019,74232 Abstatt,"Hybrid, ca. 36 g CO₂/km (komb.)* ",75.500 km,ca. 215 kW (292PS),gefunden auf mobile.de
